Time;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Precip.;Condition
1420077600;26.0;21.0;0.74;E;3.611111111111111;0.0;1010.0;0.0;Partly Cloudy
1420081200;26.0;21.0;0.74;E;4.722222222222222;0.0;1010.0;0.0;Mostly Cloudy
1420084800;26.0;21.0;0.74;E;5.277777777777778;0.0;1009.0;0.0;Mostly Cloudy
1420088400;26.0;21.0;0.74;E;4.166666666666667;0.0;1009.0;0.0;Partly Cloudy
1420092000;26.0;21.0;0.74;E;4.166666666666667;0.0;1009.0;0.0;Partly Cloudy
1420095600;26.0;21.0;0.74;E;3.611111111111111;0.0;1010.0;0.0;Partly Cloudy
1420099200;26.0;21.0;0.74;E;4.166666666666667;0.0;1010.0;0.0;Partly Cloudy
1420102800;27.0;21.0;0.7;E;5.277777777777778;0.0;1010.0;0.0;Fair
1420106400;28.0;20.0;0.62;E;5.555555555555555;0.0;1011.0;0.0;Partly Cloudy
1420110000;28.0;20.0;0.62;E;6.111111111111111;0.0;1011.0;0.0;Partly Cloudy
1420113600;29.0;20.0;0.58;E;6.111111111111111;0.0;1011.0;0.0;Partly Cloudy
1420117200;29.0;20.0;0.58;E;6.666666666666666;0.0;1011.0;0.0;Partly Cloudy
1420120800;29.0;21.0;0.62;E;6.666666666666666;0.0;1010.0;0.0;Partly Cloudy
1420124400;29.0;21.0;0.62;E;6.111111111111111;0.0;1009.0;0.0;Partly Cloudy
1420128000;29.0;21.0;0.62;E;8.333333333333334;0.0;1008.01;0.0;Fair
1420131600;29.0;20.0;0.58;E;6.111111111111111;0.0;1008.01;0.0;Fair
1420135200;29.0;21.0;0.62;ENE;6.111111111111111;0.0;1008.01;0.0;Fair
1420138800;28.0;21.0;0.66;ENE;4.166666666666667;0.0;1008.01;0.0;Fair
1420142400;27.0;21.0;0.7;NE;3.0555555555555554;0.0;1008.01;0.0;Fair
1420146000;27.0;21.0;0.7;E;3.0555555555555554;0.0;1009.0;0.0;Fair
1420149600;26.0;22.0;0.78;E;3.611111111111111;0.0;1009.0;0.0;Fair
1420153200;26.0;21.0;0.74;E;3.611111111111111;0.0;1010.0;0.0;Fair
1420156800;26.0;21.0;0.74;E;4.166666666666667;0.0;1010.0;0.0;Fair
1420160400;26.0;21.0;0.74;E;3.611111111111111;0.0;1010.0;0.0;Partly Cloudy
1420164000;26.0;20.0;0.69;E;3.0555555555555554;0.0;1010.0;0.0;Fair
1420167600;25.0;21.0;0.78;E;2.5;0.0;1009.0;0.0;Fair
1420171200;25.0;20.0;0.74;E;3.0555555555555554;0.0;1009.0;0.0;Fair
1420174800;25.0;21.0;0.78;ESE;3.0555555555555554;0.0;1008.01;0.0;Fair
1420178400;25.0;20.0;0.74;ESE;1.9444444444444444;0.0;1009.0;0.0;Fair
1420182000;24.0;20.0;0.78;SSE;2.5;0.0;1009.0;0.0;Partly Cloudy
1420185600;24.0;20.0;0.78;S;1.1111111111111112;0.0;1010.0;0.0;Fair
1420189200;25.0;20.0;0.74;SSE;1.6666666666666665;0.0;1010.0;0.0;Partly Cloudy
1420192800;28.0;19.0;0.58;E;5.277777777777778;0.0;1011.0;0.0;Partly Cloudy
1420196400;29.0;20.0;0.58;E;4.166666666666667;0.0;1011.0;0.0;Mostly Cloudy
1420200000;29.0;21.0;0.62;E;4.722222222222222;0.0;1010.0;0.0;Mostly Cloudy
1420203600;30.0;20.0;0.55;ENE;5.277777777777778;0.0;1010.0;0.0;Partly Cloudy
1420207200;30.0;20.0;0.55;E;5.555555555555555;0.0;1009.0;0.0;Partly Cloudy
1420210800;30.0;20.0;0.55;E;6.111111111111111;0.0;1009.0;0.0;Fair
1420214400;30.0;20.0;0.55;ENE;4.722222222222222;0.0;1008.01;0.0;Fair
1420218000;29.0;20.0;0.58;ENE;5.277777777777778;0.0;1007.01;0.0;Fair
1420221600;29.0;19.0;0.55;E;4.722222222222222;0.0;1007.01;0.0;Fair
1420225200;28.0;20.0;0.62;E;6.666666666666666;0.0;1008.01;0.0;Fair
1420228800;27.0;20.0;0.65;ENE;4.722222222222222;0.0;1008.01;0.0;Fair
1420232400;27.0;20.0;0.65;NE;2.5;0.0;1008.01;0.0;Fair
1420236000;26.0;20.0;0.69;ENE;3.0555555555555554;0.0;1009.0;0.0;Fair
1420239600;26.0;20.0;0.69;E;3.611111111111111;0.0;1010.0;0.0;Fair
1420243200;26.0;20.0;0.69;E;3.0555555555555554;0.0;1010.0;0.0;Fair
1420246800;26.0;20.0;0.69;ENE;3.0555555555555554;0.0;1010.0;0.0;Fair
1420250400;26.0;20.0;0.69;E;3.611111111111111;0.0;1009.0;0.0;Partly Cloudy
1420254000;26.0;20.0;0.69;E;4.166666666666667;0.0;1009.0;0.0;Partly Cloudy
1420257600;26.0;20.0;0.69;ENE;3.0555555555555554;0.0;1008.01;0.0;Partly Cloudy
